MONTH,ORIGIN_AIRPORT,AIRLINE,ARRIVAL_DELAY,COUNT
Feburary,SLC,United Air Lines Inc.,0.748148148,135
Feburary,SLC,US Airways Inc.,2.683168317,206
Feburary,SLC,Southwest Airlines Co.,-0.310719132,743
Feburary,SMF,American Airlines Inc.,-0.109756098,90
Feburary,SMF,Alaska Airlines Inc.,-1.153846154,156
Feburary,SMF,JetBlue Airways,2.957142857,71
Feburary,SMF,Delta Air Lines Inc.,-6.704347826,115
Feburary,SMF,Hawaiian Airlines Inc.,17.21428571,28
Feburary,SMF,Skywest Airlines Inc.,9.090909091,568
Feburary,SMF,United Air Lines Inc.,2.993464052,154
Feburary,SMF,US Airways Inc.,4.032258065,126
Feburary,SMF,Southwest Airlines Co.,5.484190949,1633
Feburary,SMX,Skywest Airlines Inc.,29.56363636,56
Feburary,SNA,American Airlines Inc.,2.469387755,364
Feburary,SNA,Alaska Airlines Inc.,-2.43083004,254
Feburary,SNA,Delta Air Lines Inc.,-1.728571429,212
Feburary,SNA,Frontier Airlines Inc.,16.49367089,79
Feburary,SNA,Skywest Airlines Inc.,11,200
Feburary,SNA,United Air Lines Inc.,-0.262086514,397
Feburary,SNA,US Airways Inc.,0.981132075,110
Feburary,SNA,Southwest Airlines Co.,4.369915579,1327
Feburary,SPI,American Eagle Airlines Inc.,10.47222222,42
Feburary,SPI,Skywest Airlines Inc.,18.85526316,84
Feburary,SPS,Atlantic Southeast Airlines,33.46666667,19
Feburary,SPS,American Eagle Airlines Inc.,18.30136986,84
Feburary,SRQ,JetBlue Airways,21.63157895,84
Feburary,SRQ,Delta Air Lines Inc.,8.223958333,196
Feburary,SRQ,United Air Lines Inc.,3.854166667,50
Feburary,STC,Skywest Airlines Inc.,18.47826087,25
Feburary,STL,American Airlines Inc.,11.2479564,388
Feburary,STL,Alaska Airlines Inc.,-9.428571429,28
Feburary,STL,Delta Air Lines Inc.,-2.316725979,286
Feburary,STL,Atlantic Southeast Airlines,13.34854772,260
Feburary,STL,Frontier Airlines Inc.,27.46835443,81
Feburary,STL,American Eagle Airlines Inc.,28.65891473,152
Feburary,STL,Skywest Airlines Inc.,18.9137931,120
Feburary,STL,US Airways Inc.,8.112582781,154
Feburary,STL,Southwest Airlines Co.,3.136143411,2170
Feburary,STT,American Airlines Inc.,3.202020202,103
Feburary,STT,JetBlue Airways,11.31111111,96
Feburary,STT,Delta Air Lines Inc.,13.04597701,88
Feburary,STT,Spirit Air Lines,4.555555556,28
Feburary,STT,United Air Lines Inc.,16.71929825,60
Feburary,STT,US Airways Inc.,24.15555556,55
Feburary,STX,American Airlines Inc.,6.555555556,45
Feburary,STX,JetBlue Airways,16.66666667,28
Feburary,STX,Delta Air Lines Inc.,-0.5,4
Feburary,STX,US Airways Inc.,21.5,4
Feburary,SUN,Skywest Airlines Inc.,-2.8625,88
Feburary,SUX,American Eagle Airlines Inc.,40.18181818,52
Feburary,SWF,JetBlue Airways,19.82142857,56
Feburary,SWF,Atlantic Southeast Airlines,32.33333333,12
Feburary,SYR,JetBlue Airways,22.11428571,112
Feburary,SYR,Delta Air Lines Inc.,0.790322581,63
Feburary,SYR,Atlantic Southeast Airlines,18.73015873,138
Feburary,SYR,American Eagle Airlines Inc.,27.63043478,57
Feburary,SYR,Skywest Airlines Inc.,-11.5,8
Feburary,SYR,US Airways Inc.,1.071428571,45
Feburary,TLH,Delta Air Lines Inc.,7.677083333,99
Feburary,TLH,Atlantic Southeast Airlines,15.74137931,58
Feburary,TLH,American Eagle Airlines Inc.,7.46875,137
Feburary,TOL,American Eagle Airlines Inc.,15.52238806,80
Feburary,TPA,American Airlines Inc.,4.941964286,464
Feburary,TPA,Alaska Airlines Inc.,22.64285714,28
Feburary,TPA,JetBlue Airways,23.27272727,477
Feburary,TPA,Delta Air Lines Inc.,9.135650224,911
Feburary,TPA,Frontier Airlines Inc.,40.01298701,160
Feburary,TPA,Spirit Air Lines,14.19183673,252
Feburary,TPA,United Air Lines Inc.,-0.15,528
Feburary,TPA,US Airways Inc.,2.830798479,544
Feburary,TPA,Southwest Airlines Co.,2.444885799,2091
Feburary,TRI,Delta Air Lines Inc.,-1,35
Feburary,TRI,Atlantic Southeast Airlines,5.532110092,116
Feburary,TTN,Frontier Airlines Inc.,44.71502591,206
Feburary,TUL,American Airlines Inc.,1.202830189,224
Feburary,TUL,Delta Air Lines Inc.,3.170731707,84
Feburary,TUL,Atlantic Southeast Airlines,5.420118343,345
Feburary,TUL,American Eagle Airlines Inc.,28.79347826,103
Feburary,TUL,Skywest Airlines Inc.,14.49438202,94
Feburary,TUL,Southwest Airlines Co.,2.293768546,342
Feburary,TUS,American Airlines Inc.,-0.405172414,247
Feburary,TUS,Alaska Airlines Inc.,-5.612903226,32
Feburary,TUS,Delta Air Lines Inc.,-1.084507042,73
Feburary,TUS,Atlantic Southeast Airlines,10.41666667,72
Feburary,TUS,Skywest Airlines Inc.,6.140410959,592
Feburary,TUS,Southwest Airlines Co.,2.037900875,347
Feburary,TVC,Atlantic Southeast Airlines,16,110
Feburary,TVC,American Eagle Airlines Inc.,17.69444444,84
Feburary,TWF,Skywest Airlines Inc.,-11.94339623,53
Feburary,TXK,American Eagle Airlines Inc.,-1.111111111,80
Feburary,TYR,Atlantic Southeast Airlines,4.358695652,101
Feburary,TYR,American Eagle Airlines Inc.,11.87878788,80
Feburary,TYS,Delta Air Lines Inc.,2.092307692,71
Feburary,TYS,Atlantic Southeast Airlines,18.74216028,323
Feburary,TYS,American Eagle Airlines Inc.,27.00806452,157
Feburary,UST,Frontier Airlines Inc.,25.45454545,13
Feburary,VEL,Skywest Airlines Inc.,-1.541666667,48
Feburary,VLD,Atlantic Southeast Airlines,6.613333333,78
Feburary,VPS,Delta Air Lines Inc.,12.38181818,112
Feburary,VPS,Atlantic Southeast Airlines,4.628865979,97
Feburary,VPS,American Eagle Airlines Inc.,11.66386555,137
Feburary,WRG,Alaska Airlines Inc.,-3.830188679,56
Feburary,XNA,Delta Air Lines Inc.,4.027777778,37
Feburary,XNA,Atlantic Southeast Airlines,12.48178138,255
Feburary,XNA,American Eagle Airlines Inc.,30.94345238,384
Feburary,XNA,Skywest Airlines Inc.,15.87301587,64
Feburary,YAK,Alaska Airlines Inc.,-14.24074074,56
Feburary,YUM,Skywest Airlines Inc.,6.201298701,156
March,ABE,Delta Air Lines Inc.,9.233333333,30
March,ABE,Atlantic Southeast Airlines,10.63354037,168
March,ABE,Skywest Airlines Inc.,8.866666667,17
March,ABI,American Eagle Airlines Inc.,5.369098712,245
March,ABQ,American Airlines Inc.,5.914473684,157
March,ABQ,Alaska Airlines Inc.,-14.96666667,31
March,ABQ,JetBlue Airways,8.19047619,21
March,ABQ,Delta Air Lines Inc.,-6.983870968,62
March,ABQ,Atlantic Southeast Airlines,3.101265823,80
March,ABQ,American Eagle Airlines Inc.,6.3125,33
March,ABQ,Skywest Airlines Inc.,-3.719745223,315
March,ABQ,US Airways Inc.,2.1,10
March,ABQ,Southwest Airlines Co.,5.076200418,976
March,ABR,Skywest Airlines Inc.,5.05,62
March,ABY,Atlantic Southeast Airlines,12.91954023,88
March,ACT,Atlantic Southeast Airlines,32.14814815,30
March,ACT,American Eagle Airlines Inc.,8.063063063,125
March,ACV,Skywest Airlines Inc.,5.395833333,101
March,ACY,Spirit Air Lines,3.200557103,361
March,ADK,Alaska Airlines Inc.,10.875,9
March,ADQ,Alaska Airlines Inc.,0.133333333,31
March,AEX,Atlantic Southeast Airlines,7.753768844,208
March,AEX,American Eagle Airlines Inc.,15.27586207,93
March,AGS,Delta Air Lines Inc.,-3.0625,64
March,AGS,Atlantic Southeast Airlines,11.88343558,165
March,ALB,Delta Air Lines Inc.,17.76344086,93
March,ALB,Atlantic Southeast Airlines,5.789473684,59
March,ALB,Skywest Airlines Inc.,-2,1
March,ALB,United Air Lines Inc.,10.80701754,58
March,ALB,US Airways Inc.,0.213114754,62
March,ALB,Southwest Airlines Co.,-2.964735516,412
March,ALO,American Eagle Airlines Inc.,6.910714286,58
March,AMA,Atlantic Southeast Airlines,4.039370079,128
March,AMA,American Eagle Airlines Inc.,13.74647887,160
March,AMA,Skywest Airlines Inc.,6.652173913,46
March,AMA,Southwest Airlines Co.,-0.27027027,151
March,ANC,Alaska Airlines Inc.,0.261691542,1015
March,ANC,Delta Air Lines Inc.,-3.540540541,111
March,ANC,United Air Lines Inc.,15.80701754,58
March,ANC,US Airways Inc.,-4.36,25
March,APN,Skywest Airlines Inc.,-2,53
March,ASE,American Eagle Airlines Inc.,23.2,90
March,ASE,Skywest Airlines Inc.,6.801901743,656
March,ATL,American Airlines Inc.,4.100840336,493
March,ATL,Alaska Airlines Inc.,-9.258064516,31
March,ATL,Delta Air Lines Inc.,-0.944612286,20962
March,ATL,Atlantic Southeast Airlines,8.728714966,5775
March,ATL,Frontier Airlines Inc.,34.07446809,283
March,ATL,American Eagle Airlines Inc.,21.61403509,130
March,ATL,Spirit Air Lines,9.044534413,248
March,ATL,Skywest Airlines Inc.,6.319767442,351
March,ATL,United Air Lines Inc.,2.602040816,306
March,ATL,US Airways Inc.,-1.882352941,500
March,ATL,Southwest Airlines Co.,1.545580878,3675
March,ATW,Delta Air Lines Inc.,16,31
March,ATW,Atlantic Southeast Airlines,-2.005050505,204
March,ATW,Skywest Airlines Inc.,16.89795918,49
March,AUS,American Airlines Inc.,6.440956652,698
March,AUS,Alaska Airlines Inc.,-7.161290323,31
March,AUS,JetBlue Airways,10.58333333,230
March,AUS,Delta Air Lines Inc.,6.249190939,311
March,AUS,Atlantic Southeast Airlines,-2.892857143,56
March,AUS,Frontier Airlines Inc.,18.26086957,69
March,AUS,Skywest Airlines Inc.,0.536585366,331
March,AUS,United Air Lines Inc.,4.148367953,338
March,AUS,US Airways Inc.,9.962025316,81
March,AUS,Virgin America,-3.016949153,59
March,AUS,Southwest Airlines Co.,3.151254954,1541
March,AVL,Delta Air Lines Inc.,-6.338709677,62
March,AVL,Atlantic Southeast Airlines,13.06140351,115
March,AVL,Skywest Airlines Inc.,0.517241379,58
March,AVP,Atlantic Southeast Airlines,7.366666667,92
March,AZO,Atlantic Southeast Airlines,-6.5,16
March,AZO,American Eagle Airlines Inc.,-2.368421053,120
March,AZO,Skywest Airlines Inc.,-10.58928571,57
March,BDL,American Airlines Inc.,-7.826086957,94
March,BDL,JetBlue Airways,8.277258567,323
March,BDL,Delta Air Lines Inc.,1.863221884,329
March,BDL,Atlantic Southeast Airlines,2.503267974,162
March,BDL,American Eagle Airlines Inc.,-0.48,28
March,BDL,United Air Lines Inc.,4.243243243,38
March,BDL,US Airways Inc.,-0.094890511,138
March,BDL,Southwest Airlines Co.,-0.721088435,612
March,BET,Alaska Airlines Inc.,2.373493976,84
March,BFL,Skywest Airlines Inc.,0.665271967,242
March,BGR,Atlantic Southeast Airlines,-13,1
March,BHM,American Airlines Inc.,-1.049180328,62
March,BHM,Delta Air Lines Inc.,-1.779661017,295
March,BHM,Atlantic Southeast Airlines,6.347578348,366
March,BHM,American Eagle Airlines Inc.,21.09302326,88
March,BHM,Skywest Airlines Inc.,7.142857143,7
March,BHM,Southwest Airlines Co.,5.047244094,388
March,BIL,Delta Air Lines Inc.,-1.4875,80
March,BIL,Atlantic Southeast Airlines,-15.29166667,25
March,BIL,Skywest Airlines Inc.,-4.747252747,91
March,BIL,United Air Lines Inc.,-4.185185185,54
March,BIS,Delta Air Lines Inc.,-15.6,30
March,BIS,Atlantic Southeast Airlines,12.32258065,32
March,BIS,American Eagle Airlines Inc.,4.557377049,62
March,BIS,Skywest Airlines Inc.,-1.736842105,174
March,BJI,Skywest Airlines Inc.,-8.163934426,62
March,BLI,Alaska Airlines Inc.,3.603773585,107
March,BMI,Atlantic Southeast Airlines,11.31132075,107
March,BMI,Frontier Airlines Inc.,66.88888889,9
March,BMI,American Eagle Airlines Inc.,2.727272727,151
March,BNA,American Airlines Inc.,-2.315436242,310
March,BNA,Delta Air Lines Inc.,3.50245098,411
March,BNA,Atlantic Southeast Airlines,4.385964912,361
March,BNA,Frontier Airlines Inc.,2.807692308,27
March,BNA,American Eagle Airlines Inc.,16.87306502,360
March,BNA,Skywest Airlines Inc.,9.223021583,281
March,BNA,US Airways Inc.,-1.074074074,111
March,BNA,Southwest Airlines Co.,1.399601594,2600
March,BOI,Delta Air Lines Inc.,-5.456140351,114
March,BOI,Skywest Airlines Inc.,1.859574468,471
March,BOI,United Air Lines Inc.,-6.704545455,44
March,BOI,US Airways Inc.,-1.603174603,63
March,BOI,Southwest Airlines Co.,1.432835821,269
March,BOS,American Airlines Inc.,3.413348946,879
March,BOS,Alaska Airlines Inc.,5.296610169,119
March,BOS,JetBlue Airways,10.39321075,3611
March,BOS,Delta Air Lines Inc.,14.49099723,1473
March,BOS,Atlantic Southeast Airlines,4.090047393,218
March,BOS,Spirit Air Lines,8.907407407,163
March,BOS,Skywest Airlines Inc.,12,21
March,BOS,United Air Lines Inc.,6.139751553,980
March,BOS,US Airways Inc.,3.58197832,1583
March,BOS,Virgin America,-3.357723577,129
March,BOS,Southwest Airlines Co.,4.257477243,795
March,BPT,Atlantic Southeast Airlines,36,57
March,BPT,American Eagle Airlines Inc.,28.53333333,36
March,BQK,Atlantic Southeast Airlines,9.350649351,80
March,BQN,JetBlue Airways,-0.919354839,62
March,BQN,Spirit Air Lines,2.25,13
March,BQN,United Air Lines Inc.,19.91304348,23
March,BRD,Skywest Airlines Inc.,1.150943396,53
March,BRO,Atlantic Southeast Airlines,6.605,212
March,BRO,American Eagle Airlines Inc.,27.96428571,31
March,BRW,Alaska Airlines Inc.,7.220779221,80
March,BTM,Skywest Airlines Inc.,-12.37704918,62
March,BTR,Delta Air Lines Inc.,-8.222222222,27
March,BTR,Atlantic Southeast Airlines,10.53321678,596
March,BTR,American Eagle Airlines Inc.,11.04285714,81
March,BTV,JetBlue Airways,1.170454545,93
March,BTV,Atlantic Southeast Airlines,8.964539007,145
March,BUF,JetBlue Airways,5.320224719,371
March,BUF,Delta Air Lines Inc.,2.775862069,174
March,BUF,Atlantic Southeast Airlines,2.651162791,180
March,BUF,American Eagle Airlines Inc.,9.754385965,59
March,BUF,Skywest Airlines Inc.,32.75,4
March,BUF,United Air Lines Inc.,6.6,5
March,BUF,US Airways Inc.,-0.428571429,115
March,BUF,Southwest Airlines Co.,0.215716487,660
March,BUR,Alaska Airlines Inc.,-1.393258427,90
March,BUR,JetBlue Airways,17.56,31
March,BUR,Skywest Airlines Inc.,1.686327078,375
March,BUR,Southwest Airlines Co.,0.568200161,1262
March,BWI,American Airlines Inc.,11.58128079,212
March,BWI,Alaska Airlines Inc.,27.93548387,31
March,BWI,JetBlue Airways,8.069444444,148
March,BWI,Delta Air Lines Inc.,6.7,634
March,BWI,Atlantic Southeast Airlines,-4.833333333,26
March,BWI,American Eagle Airlines Inc.,33.41818182,62
March,BWI,Spirit Air Lines,8.339181287,171
March,BWI,United Air Lines Inc.,-1.243697479,245
March,BWI,US Airways Inc.,2.370588235,346
March,BWI,Southwest Airlines Co.,10.55868124,5887
March,BZN,Delta Air Lines Inc.,-3.871287129,101
March,BZN,Frontier Airlines Inc.,0.421052632,19
March,BZN,Skywest Airlines Inc.,-2.632075472,108
March,BZN,United Air Lines Inc.,6.111111111,73
March,CAE,Delta Air Lines Inc.,-6.333333333,87
March,CAE,Atlantic Southeast Airlines,10.26,416
March,CAE,American Eagle Airlines Inc.,88.1,13
March,CAK,Delta Air Lines Inc.,4.382550336,150
March,CAK,Atlantic Southeast Airlines,3.032258065,129
March,CAK,Southwest Airlines Co.,-3.411924119,388
March,CDC,Skywest Airlines Inc.,2.339622642,53
March,CDV,Alaska Airlines Inc.,0.7,62
March,CEC,Skywest Airlines Inc.,-1.259259259,62
March,CHA,Delta Air Lines Inc.,-2.321428571,84
March,CHA,Atlantic Southeast Airlines,7.383084577,203
March,CHA,American Eagle Airlines Inc.,12.61176471,91
March,CHA,Skywest Airlines Inc.,-1.333333333,3
March,CHO,Delta Air Lines Inc.,-7.483870968,31
March,CHO,Atlantic Southeast Airlines,6.95,85
March,CHO,American Eagle Airlines Inc.,28.48,31
March,CHO,Skywest Airlines Inc.,28.03333333,62
March,CHS,JetBlue Airways,7.134615385,163
March,CHS,Delta Air Lines Inc.,-6.071186441,295
March,CHS,Atlantic Southeast Airlines,6.409574468,203
March,CHS,American Eagle Airlines Inc.,0.975,123
March,CHS,Skywest Airlines Inc.,9.171428571,35
March,CHS,Southwest Airlines Co.,-0.916256158,210
March,CID,Atlantic Southeast Airlines,4.624203822,163
March,CID,American Eagle Airlines Inc.,14.70454545,278
March,CID,Skywest Airlines Inc.,5.702439024,207
March,CIU,Skywest Airlines Inc.,11.5,58
March,CLD,Skywest Airlines Inc.,7.519230769,209
March,CLE,American Airlines Inc.,-1.880434783,96
March,CLE,Delta Air Lines Inc.,-5.747619048,210
March,CLE,Atlantic Southeast Airlines,0.957600827,1043
March,CLE,Frontier Airlines Inc.,32.64528302,269
March,CLE,American Eagle Airlines Inc.,7.357615894,165
March,CLE,Spirit Air Lines,5.894736842,155
March,CLE,Skywest Airlines Inc.,9,1
March,CLE,United Air Lines Inc.,-1.101055807,674
March,CLE,US Airways Inc.,-1.80239521,167
March,CLE,Southwest Airlines Co.,0.368852459,378
March,CLL,Atlantic Southeast Airlines,-1.88,58
March,CLL,American Eagle Airlines Inc.,4.9921875,155
March,CLT,American Airlines Inc.,8.15625,394
March,CLT,JetBlue Airways,12.80508475,120
March,CLT,Delta Air Lines Inc.,-2.179396092,564
March,CLT,Atlantic Southeast Airlines,5.239616613,331
March,CLT,Frontier Airlines Inc.,30.19047619,43
March,CLT,Skywest Airlines Inc.,18.95384615,66
March,CLT,US Airways Inc.,4.12691753,7713
March,CLT,Southwest Airlines Co.,-1.828767123,153
March,CMH,American Airlines Inc.,0.050420168,124
March,CMH,Delta Air Lines Inc.,1.472324723,271
March,CMH,Atlantic Southeast Airlines,3.725694444,309
March,CMH,American Eagle Airlines Inc.,14.57883817,514
March,CMH,Skywest Airlines Inc.,8.863636364,89
March,CMH,United Air Lines Inc.,9.194444444,73
March,CMH,US Airways Inc.,-8.481012658,80
March,CMH,Southwest Airlines Co.,-0.051557465,948
March,CMI,American Eagle Airlines Inc.,17.57222222,186
March,CMX,Skywest Airlines Inc.,12.11666667,61
March,CNY,Skywest Airlines Inc.,-21.11320755,53
March,COD,Skywest Airlines Inc.,-0.524590164,62
March,COS,American Airlines Inc.,3.32183908,89
March,COS,Delta Air Lines Inc.,-6.222222222,27
March,COS,Atlantic Southeast Airlines,-3,94
March,COS,Skywest Airlines Inc.,2.869463869,431
March,COU,American Eagle Airlines Inc.,17.78761062,124
March,CPR,Skywest Airlines Inc.,-9.575757576,199
March,CRP,Atlantic Southeast Airlines,9.317002882,374
March,CRP,American Eagle Airlines Inc.,18.10465116,98
March,CRP,Southwest Airlines Co.,1.487179487,119
March,CRW,Delta Air Lines Inc.,16.77419355,31
March,CRW,Atlantic Southeast Airlines,11.37823834,201
March,CRW,Spirit Air Lines,20.2,5
March,CSG,Atlantic Southeast Airlines,9.045045045,111
March,CVG,Delta Air Lines Inc.,-0.63968254,631
March,CVG,Atlantic Southeast Airlines,2.087323944,391
March,CVG,Frontier Airlines Inc.,24.5,124
March,CVG,American Eagle Airlines Inc.,8.150341686,464
March,CVG,Skywest Airlines Inc.,7.366795367,264
March,CWA,Atlantic Southeast Airlines,-4.65,62
March,CWA,American Eagle Airlines Inc.,3.303797468,82
March,DAB,Delta Air Lines Inc.,-1.135483871,155
March,DAL,Delta Air Lines Inc.,2.496402878,139
March,DAL,Atlantic Southeast Airlines,15.5049505,104
March,DAL,Virgin America,16.6875,363
March,DAL,Southwest Airlines Co.,3.134013605,4530
March,DAY,American Airlines Inc.,0.404494382,93
March,DAY,Delta Air Lines Inc.,5.64516129,124
March,DAY,Atlantic Southeast Airlines,2.361290323,167
March,DAY,American Eagle Airlines Inc.,8.383647799,178
March,DAY,Skywest Airlines Inc.,4.739130435,96
March,DAY,Southwest Airlines Co.,-5.031847134,161
March,DBQ,American Eagle Airlines Inc.,-0.658227848,84
March,DCA,American Airlines Inc.,8.86199095,932
March,DCA,Alaska Airlines Inc.,-4.178861789,123
March,DCA,JetBlue Airways,5.172612198,887
March,DCA,Delta Air Lines Inc.,6.924822695,715
March,DCA,Atlantic Southeast Airlines,10.38652482,318
March,DCA,Frontier Airlines Inc.,14.10752688,93
March,DCA,American Eagle Airlines Inc.,19.35964912,144
March,DCA,Skywest Airlines Inc.,9.798319328,128
March,DCA,United Air Lines Inc.,7.7925,419
March,DCA,US Airways Inc.,5.309210526,1785
March,DCA,Virgin America,-5.396396396,115
March,DCA,Southwest Airlines Co.,-1.602236422,1340
March,DEN,American Airlines Inc.,11.64107884,495
March,DEN,Alaska Airlines Inc.,-9.8,145
March,DEN,JetBlue Airways,13.81818182,89
March,DEN,Delta Air Lines Inc.,0.804123711,685
March,DEN,Atlantic Southeast Airlines,2.440613027,1325
March,DEN,Frontier Airlines Inc.,9.250922509,1902
March,DEN,Spirit Air Lines,13.10457516,310
March,DEN,Skywest Airlines Inc.,2.731469608,3950
March,DEN,United Air Lines Inc.,3.318028033,4174
March,DEN,US Airways Inc.,-2.992647059,412
March,DEN,Southwest Airlines Co.,0.564926108,5122
March,DFW,American Airlines Inc.,7.82342815,12714
March,DFW,Alaska Airlines Inc.,-13.2,120
March,DFW,JetBlue Airways,11.03508772,57
March,DFW,Delta Air Lines Inc.,2.72967033,455
March,DFW,Atlantic Southeast Airlines,23.10443038,1719
March,DFW,Frontier Airlines Inc.,12.35042735,118
March,DFW,American Eagle Airlines Inc.,12.84451981,6092
March,DFW,Spirit Air Lines,6.77972973,749
March,DFW,Skywest Airlines Inc.,3.016949153,364
March,DFW,United Air Lines Inc.,3.093851133,310
March,DFW,US Airways Inc.,1.717948718,526
March,DHN,Atlantic Southeast Airlines,10.57983193,120
March,DIK,Atlantic Southeast Airlines,-12.82191781,76
March,DIK,Skywest Airlines Inc.,4.725806452,62
March,DLH,Skywest Airlines Inc.,3.603960396,105
March,DRO,Atlantic Southeast Airlines,-0.142857143,35
March,DRO,American Eagle Airlines Inc.,16.23684211,38
March,DRO,Skywest Airlines Inc.,3.064220183,112
March,DSM,American Airlines Inc.,2.888888889,65
March,DSM,Delta Air Lines Inc.,-5.505617978,90
March,DSM,Atlantic Southeast Airlines,5.424460432,145
March,DSM,Frontier Airlines Inc.,22.53846154,13
March,DSM,American Eagle Airlines Inc.,5.659919028,262
March,DSM,Skywest Airlines Inc.,4.709302326,88
March,DSM,United Air Lines Inc.,5.859649123,58
March,DSM,Southwest Airlines Co.,-1.967391304,92
March,DTW,American Airlines Inc.,1.673819742,243
March,DTW,Alaska Airlines Inc.,-2.096774194,31
March,DTW,JetBlue Airways,-4.02247191,89
March,DTW,Delta Air Lines Inc.,4.963743485,4446
March,DTW,Atlantic Southeast Airlines,4.981161695,2613
March,DTW,Frontier Airlines Inc.,30.16666667,18
March,DTW,American Eagle Airlines Inc.,9.563218391,292
March,DTW,Spirit Air Lines,11.50673854,751
March,DTW,Skywest Airlines Inc.,8.084782609,932
March,DTW,United Air Lines Inc.,2.305084746,60
March,DTW,US Airways Inc.,-5.980314961,255
March,DTW,Southwest Airlines Co.,0.815465729,587
March,DVL,Skywest Airlines Inc.,14.74468085,48
March,EAU,Skywest Airlines Inc.,2.516666667,63
March,ECP,Delta Air Lines Inc.,-1.978494624,186
March,ECP,Atlantic Southeast Airlines,2.180327869,61
March,ECP,Southwest Airlines Co.,-3.612121212,166
March,EGE,American Airlines Inc.,10.6751269,199
March,EGE,Delta Air Lines Inc.,-5.517241379,29
March,EGE,United Air Lines Inc.,4.112903226,62
March,EKO,Skywest Airlines Inc.,1.551724138,58
March,ELM,Atlantic Southeast Airlines,2.64673913,190
March,ELP,American Airlines Inc.,7,124
March,ELP,Delta Air Lines Inc.,2.790322581,62
March,ELP,Atlantic Southeast Airlines,2.372294372,232
March,ELP,American Eagle Airlines Inc.,35.54545455,33
March,ELP,Skywest Airlines Inc.,-2.873417722,80
March,ELP,Southwest Airlines Co.,2.797979798,597
March,ERI,Atlantic Southeast Airlines,11.53030303,68
March,ESC,Skywest Airlines Inc.,5.773584906,53
March,EUG,Skywest Airlines Inc.,1.512195122,328
March,EVV,Delta Air Lines Inc.,-6.774193548,31
March,EVV,Atlantic Southeast Airlines,0.088235294,139
March,EVV,American Eagle Airlines Inc.,8.660130719,163
March,EWN,Atlantic Southeast Airlines,12.10416667,49
March,EWR,American Airlines Inc.,2.06440678,306
March,EWR,Alaska Airlines Inc.,-2.842105263,60
March,EWR,JetBlue Airways,9.470784641,615
March,EWR,Delta Air Lines Inc.,6.86407767,419
March,EWR,Atlantic Southeast Airlines,7.097268986,3012
March,EWR,Skywest Airlines Inc.,9,1
March,EWR,United Air Lines Inc.,10.45541082,4108
March,EWR,US Airways Inc.,-0.075842697,366
March,EWR,Virgin America,-9.798742138,168
March,EWR,Southwest Airlines Co.,3.339130435,509
March,EYW,Delta Air Lines Inc.,-9.185483871,124
March,EYW,Atlantic Southeast Airlines,-3.233333333,31
March,EYW,American Eagle Airlines Inc.,2.322580645,65
March,FAI,Alaska Airlines Inc.,3.38372093,172
March,FAR,Delta Air Lines Inc.,-8,59
March,FAR,Atlantic Southeast Airlines,1.568965517,119
March,FAR,Frontier Airlines Inc.,11.64285714,14
March,FAR,American Eagle Airlines Inc.,7.104347826,119
March,FAR,Skywest Airlines Inc.,-5.858585859,199
March,FAT,American Airlines Inc.,27.4375,50
March,FAT,Skywest Airlines Inc.,6.287145242,602
March,FAY,Delta Air Lines Inc.,11.67741935,31
March,FAY,Atlantic Southeast Airlines,7.225225225,111
March,FCA,Skywest Airlines Inc.,-12.03947368,154
March,FLG,Skywest Airlines Inc.,-1,137
March,FLL,American Airlines Inc.,1.795755968,388
March,FLL,Alaska Airlines Inc.,-5.290322581,31
March,FLL,JetBlue Airways,13.80264741,1699
March,FLL,Delta Air Lines Inc.,-1.135454545,1120
March,FLL,Frontier Airlines Inc.,30.12149533,109
March,FLL,Spirit Air Lines,6.669724771,1109
March,FLL,United Air Lines Inc.,-1.458333333,634
March,FLL,US Airways Inc.,2.113175676,604
March,FLL,Virgin America,-5.533333333,166
March,FLL,Southwest Airlines Co.,-3.862105263,1934
March,FNT,Delta Air Lines Inc.,-4.352941176,85
March,FNT,Atlantic Southeast Airlines,1.053191489,96
March,FNT,American Eagle Airlines Inc.,1.965517241,89
March,FNT,Southwest Airlines Co.,-8.943502825,177
March,FSD,Delta Air Lines Inc.,-5.225806452,31
March,FSD,Atlantic Southeast Airlines,6.866995074,209
March,FSD,Frontier Airlines Inc.,2.117647059,17
March,FSD,American Eagle Airlines Inc.,8.053191489,98
March,FSD,Skywest Airlines Inc.,-3.215909091,178
March,FSM,Atlantic Southeast Airlines,11.54878049,85
March,FSM,American Eagle Airlines Inc.,10.78703704,119
March,FWA,Atlantic Southeast Airlines,6.012820513,80
March,FWA,American Eagle Airlines Inc.,11.84756098,177
March,FWA,Skywest Airlines Inc.,10.28515625,262
March,GCC,Skywest Airlines Inc.,-8.043010753,93
March,GCK,American Eagle Airlines Inc.,13.88135593,62
March,GEG,Alaska Airlines Inc.,-2.455172414,147
March,GEG,Delta Air Lines Inc.,-0.098360656,122
March,GEG,Skywest Airlines Inc.,1.052845528,248
March,GEG,United Air Lines Inc.,-7.777777778,63
March,GEG,US Airways Inc.,-8.612903226,62
March,GEG,Southwest Airlines Co.,-3.996226415,267
March,GFK,Skywest Airlines Inc.,-9.666666667,3
March,GGG,Atlantic Southeast Airlines,33.34482759,32
March,GGG,American Eagle Airlines Inc.,13.78571429,30
March,GJT,Atlantic Southeast Airlines,-5.86440678,59
