MONTH,ORIGIN_AIRPORT,AIRLINE,ARRIVAL_DELAY,COUNT
June,JFK,JetBlue Airways,2.182406908,3778
June,JFK,Delta Air Lines Inc.,-0.123381877,2479
June,JFK,Hawaiian Airlines Inc.,2.633333333,30
June,JFK,American Eagle Airlines Inc.,1.519607843,333
June,JFK,United Air Lines Inc.,1.713896458,370
June,JFK,US Airways Inc.,0.192307692,236
June,JFK,Virgin America,0.149068323,326
June,JLN,American Eagle Airlines Inc.,12.62068966,60
June,JMS,Skywest Airlines Inc.,-0.575342466,73
June,JNU,Alaska Airlines Inc.,6.567264574,453
June,JNU,Delta Air Lines Inc.,-2.733333333,30
June,KOA,American Airlines Inc.,25.44067797,60
June,KOA,Alaska Airlines Inc.,-8.981308411,107
June,KOA,Delta Air Lines Inc.,-4.655172414,30
June,KOA,Hawaiian Airlines Inc.,-1.430065359,767
June,KOA,United Air Lines Inc.,2.916030534,131
June,KOA,US Airways Inc.,-11.63333333,30
June,KTN,Alaska Airlines Inc.,1.681034483,234
June,KTN,Skywest Airlines Inc.,12.73333333,30
June,LAN,Delta Air Lines Inc.,-6.5,2
June,LAN,Atlantic Southeast Airlines,13.48809524,91
June,LAN,Skywest Airlines Inc.,4.253731343,67
June,LAR,Skywest Airlines Inc.,-3.145833333,52
June,LAS,American Airlines Inc.,6.642947903,798
June,LAS,Alaska Airlines Inc.,-0.887955182,360
June,LAS,JetBlue Airways,4.186567164,406
June,LAS,Delta Air Lines Inc.,3.528438469,976
June,LAS,Frontier Airlines Inc.,27.10823529,429
June,LAS,Hawaiian Airlines Inc.,18.38028169,72
June,LAS,Spirit Air Lines,37.26691729,840
June,LAS,Skywest Airlines Inc.,0.959064327,175
June,LAS,United Air Lines Inc.,9.522267206,1012
June,LAS,US Airways Inc.,0.218867925,535
June,LAS,Virgin America,5.161993769,322
June,LAS,Southwest Airlines Co.,12.87043137,6437
June,LAW,Atlantic Southeast Airlines,20.50980392,53
June,LAW,American Eagle Airlines Inc.,16.88888889,67
June,LAX,American Airlines Inc.,6.548314607,2708
June,LAX,Alaska Airlines Inc.,-5,757
June,LAX,JetBlue Airways,1.08616188,384
June,LAX,Delta Air Lines Inc.,9.024340771,2481
June,LAX,Frontier Airlines Inc.,16.60714286,141
June,LAX,Hawaiian Airlines Inc.,3.976047904,167
June,LAX,American Eagle Airlines Inc.,23.73913043,27
June,LAX,Spirit Air Lines,54.68108108,390
June,LAX,Skywest Airlines Inc.,8.80152207,3345
June,LAX,United Air Lines Inc.,12.13362865,2758
June,LAX,US Airways Inc.,4.668539326,719
June,LAX,Virgin America,5.711753731,1080
June,LAX,Southwest Airlines Co.,13.43138961,3576
June,LBB,American Airlines Inc.,7.75,33
June,LBB,Atlantic Southeast Airlines,5.163043478,96
June,LBB,American Eagle Airlines Inc.,12.57142857,14
June,LBB,Skywest Airlines Inc.,12.65306122,52
June,LBB,Southwest Airlines Co.,0.015228426,201
June,LBE,Spirit Air Lines,20.15151515,142
June,LCH,Atlantic Southeast Airlines,9.026315789,116
June,LCH,American Eagle Airlines Inc.,8.172413793,60
June,LEX,Delta Air Lines Inc.,-9.952380952,63
June,LEX,Atlantic Southeast Airlines,9.992647059,419
June,LEX,American Eagle Airlines Inc.,16.28571429,93
June,LEX,Skywest Airlines Inc.,14.32352941,41
June,LFT,Delta Air Lines Inc.,-2.033333333,30
June,LFT,Atlantic Southeast Airlines,11.13753582,363
June,LFT,American Eagle Airlines Inc.,4.716981132,112
June,LGA,American Airlines Inc.,3.059726962,1193
June,LGA,JetBlue Airways,12.08285164,538
June,LGA,Delta Air Lines Inc.,9.649625386,2288
June,LGA,Atlantic Southeast Airlines,16.20539153,859
June,LGA,Frontier Airlines Inc.,32.59090909,90
June,LGA,American Eagle Airlines Inc.,11.58527607,904
June,LGA,Spirit Air Lines,23.63545151,330
June,LGA,Skywest Airlines Inc.,-2.375,8
June,LGA,United Air Lines Inc.,17.72614108,770
June,LGA,US Airways Inc.,3.910144928,1103
June,LGA,Virgin America,19.91509434,108
June,LGA,Southwest Airlines Co.,12.39630836,963
June,LGB,JetBlue Airways,2.325268817,752
June,LGB,Skywest Airlines Inc.,-1.321428571,113
June,LIH,American Airlines Inc.,-2.366666667,60
June,LIH,Alaska Airlines Inc.,-12.68316832,101
June,LIH,Delta Air Lines Inc.,15.8,30
June,LIH,Hawaiian Airlines Inc.,-0.607042254,712
June,LIH,United Air Lines Inc.,-3.822222222,91
June,LIH,US Airways Inc.,-6.644444444,46
June,LIT,Delta Air Lines Inc.,5.605128205,197
June,LIT,Atlantic Southeast Airlines,16.39784946,294
June,LIT,American Eagle Airlines Inc.,23.35686275,270
June,LIT,Skywest Airlines Inc.,9.340206186,97
June,LIT,Southwest Airlines Co.,7.572139303,207
June,LNK,Atlantic Southeast Airlines,16.8699187,133
June,LNK,Skywest Airlines Inc.,5.64,77
June,LRD,Atlantic Southeast Airlines,16.5625,116
June,LRD,American Eagle Airlines Inc.,9.419753086,86
June,LSE,American Eagle Airlines Inc.,10.35779817,118
June,LSE,Skywest Airlines Inc.,4.714285714,43
June,LWS,Skywest Airlines Inc.,-8.107142857,56
June,MAF,Atlantic Southeast Airlines,14.32692308,162
June,MAF,American Eagle Airlines Inc.,25.11764706,36
June,MAF,Skywest Airlines Inc.,13.15328467,145
June,MAF,Southwest Airlines Co.,10.66779661,302
June,MBS,Atlantic Southeast Airlines,-4.4,5
June,MBS,Skywest Airlines Inc.,13.67123288,154
June,MCI,American Airlines Inc.,18.78275862,293
June,MCI,Alaska Airlines Inc.,6.595744681,47
June,MCI,Delta Air Lines Inc.,5.410714286,509
June,MCI,Atlantic Southeast Airlines,12.64057971,363
June,MCI,Frontier Airlines Inc.,51.6,30
June,MCI,Spirit Air Lines,25.32478632,120
June,MCI,Skywest Airlines Inc.,17.1875,150
June,MCI,United Air Lines Inc.,51.94444444,59
June,MCI,US Airways Inc.,5.941441441,224
June,MCI,Southwest Airlines Co.,10.39880656,2050
June,MCO,American Airlines Inc.,17.67272727,837
June,MCO,Alaska Airlines Inc.,19.27777778,56
June,MCO,JetBlue Airways,12.88170055,1652
June,MCO,Delta Air Lines Inc.,5.534816942,1403
June,MCO,Atlantic Southeast Airlines,83.66666667,4
June,MCO,Frontier Airlines Inc.,25.55525606,377
June,MCO,Spirit Air Lines,34.7568306,377
June,MCO,United Air Lines Inc.,24.97302505,1066
June,MCO,US Airways Inc.,6.98046875,777
June,MCO,Virgin America,4.433333333,30
June,MCO,Southwest Airlines Co.,12.3985087,3686
June,MDT,Delta Air Lines Inc.,-2.197674419,86
June,MDT,Atlantic Southeast Airlines,5.181818182,66
June,MDT,American Eagle Airlines Inc.,13.33766234,81
June,MDT,Skywest Airlines Inc.,21.85714286,7
June,MDT,United Air Lines Inc.,32.43137255,52
June,MDW,Delta Air Lines Inc.,8.53968254,255
June,MDW,Atlantic Southeast Airlines,14.57894737,115
June,MDW,Skywest Airlines Inc.,15.725,42
June,MDW,Southwest Airlines Co.,14.53136127,7577
June,MEI,Atlantic Southeast Airlines,17.03703704,82
June,MEM,American Airlines Inc.,-0.621621622,39
June,MEM,Delta Air Lines Inc.,0.341836735,393
June,MEM,Atlantic Southeast Airlines,19.54416961,303
June,MEM,Frontier Airlines Inc.,13.25581395,43
June,MEM,American Eagle Airlines Inc.,2.405405405,117
June,MEM,Skywest Airlines Inc.,13.07894737,82
June,MEM,US Airways Inc.,-0.166666667,60
June,MEM,Southwest Airlines Co.,14.20640569,287
June,MFE,American Airlines Inc.,13.79674797,124
June,MFE,Atlantic Southeast Airlines,3.045977011,88
June,MFE,Skywest Airlines Inc.,15.19480519,83
June,MFE,United Air Lines Inc.,36.45238095,45
June,MFR,Skywest Airlines Inc.,0.403846154,210
June,MGM,Atlantic Southeast Airlines,11.98654709,228
June,MGM,American Eagle Airlines Inc.,14.20338983,60
June,MHK,American Eagle Airlines Inc.,6.239130435,150
June,MHT,Delta Air Lines Inc.,-17.21212121,33
June,MHT,Atlantic Southeast Airlines,18.94968553,165
June,MHT,Southwest Airlines Co.,3.470437018,405
June,MIA,American Airlines Inc.,10.15508655,4263
June,MIA,Delta Air Lines Inc.,3.408660352,752
June,MIA,Frontier Airlines Inc.,23.02247191,180
June,MIA,American Eagle Airlines Inc.,7.161797753,454
June,MIA,Skywest Airlines Inc.,11.2,5
June,MIA,United Air Lines Inc.,8.886699507,209
June,MIA,US Airways Inc.,3.511705686,301
June,MKE,American Airlines Inc.,11.97777778,90
June,MKE,Delta Air Lines Inc.,3.916299559,456
June,MKE,Atlantic Southeast Airlines,9.591269841,263
June,MKE,Frontier Airlines Inc.,-0.7,30
June,MKE,Skywest Airlines Inc.,14.15522876,652
June,MKE,US Airways Inc.,-8.237288136,60
June,MKE,Southwest Airlines Co.,4.736371033,1249
June,MKG,Skywest Airlines Inc.,15.21818182,60
June,MLB,Delta Air Lines Inc.,6.173913043,115
June,MLB,Atlantic Southeast Airlines,27.75,21
June,MLI,Atlantic Southeast Airlines,17.06862745,103
June,MLI,American Eagle Airlines Inc.,9.465838509,169
June,MLI,Skywest Airlines Inc.,8.50877193,65
June,MLU,Atlantic Southeast Airlines,14.42028986,282
June,MOB,Delta Air Lines Inc.,0.717948718,39
June,MOB,Atlantic Southeast Airlines,8.012307692,337
June,MOB,American Eagle Airlines Inc.,14.18604651,90
June,MOT,Atlantic Southeast Airlines,-20,2
June,MOT,Skywest Airlines Inc.,3.794285714,179
June,MQT,American Eagle Airlines Inc.,-7.208333333,26
June,MRY,Skywest Airlines Inc.,8.19665272,267
June,MSN,Delta Air Lines Inc.,3.434343434,198
June,MSN,Atlantic Southeast Airlines,14.85714286,235
June,MSN,Frontier Airlines Inc.,-7.588235294,17
June,MSN,American Eagle Airlines Inc.,7.780082988,262
June,MSN,Skywest Airlines Inc.,2.082758621,151
June,MSN,United Air Lines Inc.,15.60465116,50
June,MSO,Delta Air Lines Inc.,-5.119047619,84
June,MSO,Frontier Airlines Inc.,9.692307692,13
June,MSO,Skywest Airlines Inc.,-0.646616541,137
June,MSP,American Airlines Inc.,6.040880503,325
June,MSP,Alaska Airlines Inc.,10.55,60
June,MSP,Delta Air Lines Inc.,0.700172712,5806
June,MSP,Atlantic Southeast Airlines,13.91762768,628
June,MSP,Frontier Airlines Inc.,28.45128205,197
June,MSP,American Eagle Airlines Inc.,19,3
June,MSP,Spirit Air Lines,46.41263941,300
June,MSP,Skywest Airlines Inc.,5.290097087,2608
June,MSP,United Air Lines Inc.,23.23013699,377
June,MSP,US Airways Inc.,-0.030726257,363
June,MSP,Southwest Airlines Co.,10.52276065,698
June,MSY,American Airlines Inc.,6.3375,241
June,MSY,Alaska Airlines Inc.,-12.10344828,30
June,MSY,JetBlue Airways,1.855769231,107
June,MSY,Delta Air Lines Inc.,6.773265651,597
June,MSY,Atlantic Southeast Airlines,17.80851064,48
June,MSY,Frontier Airlines Inc.,36.39655172,60
June,MSY,American Eagle Airlines Inc.,-2.333333333,27
June,MSY,Spirit Air Lines,58.15441176,150
June,MSY,Skywest Airlines Inc.,10.34482759,60
June,MSY,United Air Lines Inc.,18.0259366,359
June,MSY,US Airways Inc.,9.386363636,178
June,MSY,Southwest Airlines Co.,5.974121996,1647
June,MTJ,Atlantic Southeast Airlines,5.666666667,6
June,MTJ,American Eagle Airlines Inc.,-5.428571429,23
June,MTJ,Skywest Airlines Inc.,-2.927272727,57
June,MVY,JetBlue Airways,20.15789474,38
June,MYR,Delta Air Lines Inc.,-1.644067797,119
June,MYR,Atlantic Southeast Airlines,2.737704918,62
June,MYR,Spirit Air Lines,21.92741935,389
June,OAJ,Atlantic Southeast Airlines,7.455445545,103
June,OAK,Alaska Airlines Inc.,-0.613953488,215
June,OAK,JetBlue Airways,0.244604317,142
June,OAK,Delta Air Lines Inc.,-3.575,80
June,OAK,Hawaiian Airlines Inc.,7.352272727,88
June,OAK,Spirit Air Lines,33.03496503,150
June,OAK,Skywest Airlines Inc.,6.85520362,225
June,OAK,US Airways Inc.,2.383333333,60
June,OAK,Southwest Airlines Co.,10.20730897,3093
June,OGG,American Airlines Inc.,8.087837838,150
June,OGG,Alaska Airlines Inc.,-9.022727273,220
June,OGG,Delta Air Lines Inc.,14.21111111,90
June,OGG,Hawaiian Airlines Inc.,1.888034188,1173
June,OGG,United Air Lines Inc.,14.62139918,252
June,OGG,US Airways Inc.,2.803571429,58
June,OKC,American Airlines Inc.,1.064748201,142
June,OKC,Delta Air Lines Inc.,1.757142857,142
June,OKC,Atlantic Southeast Airlines,38.45528455,126
June,OKC,American Eagle Airlines Inc.,20.86516854,281
June,OKC,Skywest Airlines Inc.,10.64344262,248
June,OKC,United Air Lines Inc.,9.46031746,63
June,OKC,Southwest Airlines Co.,6.978640777,521
June,OMA,American Airlines Inc.,4.915789474,96
June,OMA,Delta Air Lines Inc.,5.557446809,235
June,OMA,Atlantic Southeast Airlines,17.78010471,199
June,OMA,Frontier Airlines Inc.,7.411764706,17
June,OMA,American Eagle Airlines Inc.,13.60240964,90
June,OMA,Skywest Airlines Inc.,11.23417722,161
June,OMA,United Air Lines Inc.,19.86324786,118
June,OMA,US Airways Inc.,-4.436363636,56
June,OMA,Southwest Airlines Co.,5.990079365,516
June,OME,Alaska Airlines Inc.,8.016666667,60
June,ONT,American Airlines Inc.,8.222222222,136
June,ONT,Alaska Airlines Inc.,-2.949152542,59
June,ONT,Delta Air Lines Inc.,-10.5,2
June,ONT,Skywest Airlines Inc.,3.385245902,499
June,ONT,US Airways Inc.,1.610169492,118
June,ONT,Southwest Airlines Co.,9.970251716,879
June,ORD,American Airlines Inc.,12.40961408,4565
June,ORD,Alaska Airlines Inc.,3.983695652,185
June,ORD,JetBlue Airways,19.52439024,250
June,ORD,Delta Air Lines Inc.,25.38045113,675
June,ORD,Atlantic Southeast Airlines,16.20005436,3923
June,ORD,Frontier Airlines Inc.,33.71368421,481
June,ORD,American Eagle Airlines Inc.,7.030429491,6152
June,ORD,Spirit Air Lines,50.55146262,990
June,ORD,Skywest Airlines Inc.,18.68083932,3855
June,ORD,United Air Lines Inc.,26.89304332,5786
June,ORD,US Airways Inc.,8.812280702,579
June,ORD,Virgin America,3.939597315,150
June,ORF,American Airlines Inc.,10.26666667,60
June,ORF,Delta Air Lines Inc.,1.199233716,266
June,ORF,Atlantic Southeast Airlines,13.38461538,154
June,ORF,American Eagle Airlines Inc.,11.75609756,52
June,ORF,Skywest Airlines Inc.,25.10666667,76
June,ORF,US Airways Inc.,4.409090909,44
June,ORF,Southwest Airlines Co.,2.212264151,224
June,ORH,JetBlue Airways,-5.711864407,60
June,OTH,Skywest Airlines Inc.,-8.09375,32
June,OTZ,Alaska Airlines Inc.,-0.316666667,60
June,PAH,Skywest Airlines Inc.,9.836363636,60
June,PBG,Spirit Air Lines,25.66666667,21
June,PBI,American Airlines Inc.,16.97802198,93
June,PBI,JetBlue Airways,8.176344086,479
June,PBI,Delta Air Lines Inc.,10.10234542,476
June,PBI,Atlantic Southeast Airlines,32.95238095,22
June,PBI,United Air Lines Inc.,12.79432624,143
June,PBI,US Airways Inc.,1.477876106,227
June,PBI,Southwest Airlines Co.,4.247252747,186
June,PDX,American Airlines Inc.,5.155440415,195
June,PDX,Alaska Airlines Inc.,-2.90212766,1181
June,PDX,JetBlue Airways,1.406451613,156
June,PDX,Delta Air Lines Inc.,1.068676717,599
June,PDX,Frontier Airlines Inc.,18.28089888,90
June,PDX,Hawaiian Airlines Inc.,10.96666667,30
June,PDX,Spirit Air Lines,33.87804878,90
June,PDX,Skywest Airlines Inc.,3.291666667,439
June,PDX,United Air Lines Inc.,4.176258993,570
June,PDX,US Airways Inc.,-1.823275862,233
June,PDX,Virgin America,-5.533333333,30
June,PDX,Southwest Airlines Co.,5.23572744,1094
June,PHF,Delta Air Lines Inc.,-3,4
June,PHF,Atlantic Southeast Airlines,11.02912621,105
June,PHL,American Airlines Inc.,16.65142857,359
June,PHL,Alaska Airlines Inc.,2.862068966,30
June,PHL,JetBlue Airways,13.8137931,146
June,PHL,Delta Air Lines Inc.,9.678733032,666
June,PHL,Atlantic Southeast Airlines,0.75,8
June,PHL,Frontier Airlines Inc.,27.86142322,270
June,PHL,Spirit Air Lines,45.00819672,132
June,PHL,United Air Lines Inc.,17.91160221,370
June,PHL,US Airways Inc.,9.709348442,3561
June,PHL,Southwest Airlines Co.,14.76011561,701
June,PHX,American Airlines Inc.,4.738853503,317
June,PHX,Alaska Airlines Inc.,-3.802139037,187
June,PHX,JetBlue Airways,5.766666667,60
June,PHX,Delta Air Lines Inc.,-1.886138614,612
June,PHX,Atlantic Southeast Airlines,-2,1
June,PHX,Frontier Airlines Inc.,14.65277778,150
June,PHX,Hawaiian Airlines Inc.,5.566666667,30
June,PHX,Spirit Air Lines,19.96551724,60
June,PHX,Skywest Airlines Inc.,7.359139785,1896
June,PHX,United Air Lines Inc.,8.553846154,403
June,PHX,US Airways Inc.,5.221609919,5119
June,PHX,Southwest Airlines Co.,14.33038763,5036
June,PIA,Atlantic Southeast Airlines,23.93567251,179
June,PIA,American Eagle Airlines Inc.,5.778481013,168
June,PIA,Skywest Airlines Inc.,18.46875,36
June,PIB,Atlantic Southeast Airlines,14.46153846,52
June,PIH,Skywest Airlines Inc.,-8.589285714,56
June,PIT,American Airlines Inc.,-0.659722222,146
June,PIT,JetBlue Airways,1.448275862,145
June,PIT,Delta Air Lines Inc.,1.983606557,371
June,PIT,Atlantic Southeast Airlines,6.890243902,90
June,PIT,American Eagle Airlines Inc.,17.84444444,48
June,PIT,Skywest Airlines Inc.,19.16666667,25
June,PIT,United Air Lines Inc.,2.487179487,241
June,PIT,US Airways Inc.,1.498714653,391
June,PIT,Southwest Airlines Co.,3.799048751,857
June,PLN,Skywest Airlines Inc.,3.965517241,87
June,PNS,American Airlines Inc.,3.867924528,53
June,PNS,Delta Air Lines Inc.,-2.36097561,207
June,PNS,Atlantic Southeast Airlines,9.005813953,178
June,PNS,American Eagle Airlines Inc.,10.73417722,162
June,PNS,Southwest Airlines Co.,11.3655914,94
June,PPG,Hawaiian Airlines Inc.,2,11
June,PSC,Delta Air Lines Inc.,-2.206896552,29
June,PSC,Skywest Airlines Inc.,1.523529412,172
June,PSE,JetBlue Airways,-6.236111111,72
June,PSG,Alaska Airlines Inc.,14.43333333,60
June,PSP,American Airlines Inc.,11,36
June,PSP,Alaska Airlines Inc.,0.630434783,92
June,PSP,Delta Air Lines Inc.,-20,1
June,PSP,Skywest Airlines Inc.,10.40557276,329
June,PUB,Skywest Airlines Inc.,1.833333333,6
June,PVD,JetBlue Airways,-3.404494382,90
June,PVD,Delta Air Lines Inc.,1.012903226,155
June,PVD,Atlantic Southeast Airlines,32.82758621,66
June,PVD,Skywest Airlines Inc.,-4.4,5
June,PVD,United Air Lines Inc.,4.857142857,22
June,PVD,US Airways Inc.,6.380952381,85
June,PVD,Southwest Airlines Co.,6.959780622,563
June,PWM,JetBlue Airways,0.889830508,120
June,PWM,Delta Air Lines Inc.,2.862068966,116
June,PWM,Atlantic Southeast Airlines,17.91071429,175
June,PWM,US Airways Inc.,2.586206897,30
June,PWM,Southwest Airlines Co.,11.7037037,112
June,RAP,Delta Air Lines Inc.,-5.076923077,26
June,RAP,Atlantic Southeast Airlines,1.886075949,84
June,RAP,American Eagle Airlines Inc.,6.729411765,87
June,RAP,Skywest Airlines Inc.,7.753554502,211
June,RDD,Skywest Airlines Inc.,4.431034483,60
June,RDM,Skywest Airlines Inc.,1.730941704,226
June,RDU,American Airlines Inc.,14.24425287,356
June,RDU,JetBlue Airways,6.247011952,253
June,RDU,Delta Air Lines Inc.,7.28968254,508
June,RDU,Atlantic Southeast Airlines,21.50678733,233
June,RDU,Frontier Airlines Inc.,26.60185185,109
June,RDU,American Eagle Airlines Inc.,10.04280156,291
June,RDU,Skywest Airlines Inc.,48,5
June,RDU,United Air Lines Inc.,18.42677824,250
June,RDU,US Airways Inc.,6.364312268,271
June,RDU,Southwest Airlines Co.,8.414141414,917
June,RHI,Skywest Airlines Inc.,11.30232558,86
June,RIC,American Airlines Inc.,25.79069767,87
June,RIC,JetBlue Airways,-1.318627451,204
June,RIC,Delta Air Lines Inc.,4.39516129,253
June,RIC,Atlantic Southeast Airlines,14.04618474,514
June,RIC,American Eagle Airlines Inc.,11.14150943,117
June,RIC,United Air Lines Inc.,67.03846154,26
June,RIC,US Airways Inc.,-1.5390625,130
June,RIC,Southwest Airlines Co.,1.406779661,120
June,RKS,Skywest Airlines Inc.,2.481481481,56
June,RNO,American Airlines Inc.,11.08695652,140
June,RNO,JetBlue Airways,6.5,22
June,RNO,Delta Air Lines Inc.,-3.022988506,87
June,RNO,Skywest Airlines Inc.,10.03514377,319
June,RNO,United Air Lines Inc.,2.983050847,60
June,RNO,US Airways Inc.,-3.339285714,113
June,RNO,Southwest Airlines Co.,7.929392447,617
June,ROA,Delta Air Lines Inc.,-9,30
June,ROA,Atlantic Southeast Airlines,13.80526316,198
June,ROC,JetBlue Airways,-5.572815534,105
June,ROC,Delta Air Lines Inc.,-3.48,125
June,ROC,Atlantic Southeast Airlines,5.495145631,110
June,ROC,American Eagle Airlines Inc.,9.132743363,120
June,ROC,United Air Lines Inc.,3,4
June,ROC,US Airways Inc.,-0.25,4
June,ROC,Southwest Airlines Co.,9.97005988,177
June,ROW,American Eagle Airlines Inc.,6.597701149,90
June,RST,Atlantic Southeast Airlines,17.81034483,60
June,RST,American Eagle Airlines Inc.,-2.307017544,120
June,RST,Skywest Airlines Inc.,22.25,17
June,RSW,American Airlines Inc.,-4.421487603,123
June,RSW,JetBlue Airways,7.072340426,240
June,RSW,Delta Air Lines Inc.,1.158974359,392
June,RSW,Atlantic Southeast Airlines,3.8125,17
June,RSW,Frontier Airlines Inc.,15.59090909,90
June,RSW,Spirit Air Lines,38.27777778,56
June,RSW,Skywest Airlines Inc.,14.66666667,9
June,RSW,United Air Lines Inc.,-1.15,123
June,RSW,US Airways Inc.,2.730337079,179
June,RSW,Southwest Airlines Co.,7.935281837,492
June,SAF,Atlantic Southeast Airlines,13.68253968,64
June,SAF,American Eagle Airlines Inc.,7.341176471,90
June,SAF,Skywest Airlines Inc.,26.03448276,30
June,SAN,American Airlines Inc.,2.725531915,477
June,SAN,Alaska Airlines Inc.,-2.795180723,500
June,SAN,JetBlue Airways,1.290598291,118
June,SAN,Delta Air Lines Inc.,-4.034188034,590
June,SAN,Frontier Airlines Inc.,8.964285714,84
June,SAN,Hawaiian Airlines Inc.,15.8,30
June,SAN,Spirit Air Lines,24.14772727,180
June,SAN,Skywest Airlines Inc.,10.53274336,573
June,SAN,United Air Lines Inc.,7.216467463,779
June,SAN,US Airways Inc.,-0.849056604,322
June,SAN,Virgin America,2.730994152,172
June,SAN,Southwest Airlines Co.,9.62482663,2942
June,SAT,American Airlines Inc.,7.256696429,455
June,SAT,Alaska Airlines Inc.,-3.033333333,30
June,SAT,Delta Air Lines Inc.,3.667785235,300
June,SAT,Atlantic Southeast Airlines,36.89552239,67
June,SAT,American Eagle Airlines Inc.,14.79545455,47
June,SAT,Skywest Airlines Inc.,6.215789474,390
June,SAT,United Air Lines Inc.,12.61417323,268
June,SAT,US Airways Inc.,-0.830508475,60
June,SAT,Southwest Airlines Co.,6.010494753,1353
June,SAV,JetBlue Airways,15.13333333,90
June,SAV,Delta Air Lines Inc.,3.350482315,315
June,SAV,Atlantic Southeast Airlines,24.69731801,274
June,SAV,American Eagle Airlines Inc.,21.87341772,83
June,SBA,Skywest Airlines Inc.,3.266435986,596
June,SBN,Atlantic Southeast Airlines,5.810344828,60
June,SBN,Skywest Airlines Inc.,16.05294118,343
June,SBP,Skywest Airlines Inc.,4.944915254,240
June,SCC,Alaska Airlines Inc.,-0.373333333,78
June,SCE,Atlantic Southeast Airlines,20.47619048,85
June,SDF,American Airlines Inc.,6.230769231,26
June,SDF,Delta Air Lines Inc.,4.412955466,249
June,SDF,Atlantic Southeast Airlines,16.05741627,226
June,SDF,American Eagle Airlines Inc.,9.741935484,33
June,SDF,Skywest Airlines Inc.,6.166666667,45
June,SDF,Southwest Airlines Co.,6.830845771,416
June,SEA,American Airlines Inc.,5.10331384,519
June,SEA,Alaska Airlines Inc.,1.811752361,4790
June,SEA,JetBlue Airways,5.911764706,239
June,SEA,Delta Air Lines Inc.,1.007703081,1432
June,SEA,Frontier Airlines Inc.,12.18181818,89
June,SEA,Hawaiian Airlines Inc.,20.93333333,60
June,SEA,Skywest Airlines Inc.,2.589519651,1157
June,SEA,United Air Lines Inc.,11.36504654,1003
June,SEA,US Airways Inc.,1.871212121,398
June,SEA,Virgin America,2.78238342,194
June,SEA,Southwest Airlines Co.,6.847826087,1305
June,SFO,American Airlines Inc.,2.178329571,903
June,SFO,Alaska Airlines Inc.,-1.29535865,476
June,SFO,JetBlue Airways,0.572072072,444
June,SFO,Delta Air Lines Inc.,4.477799228,1042
June,SFO,Frontier Airlines Inc.,11.88333333,180
June,SFO,Hawaiian Airlines Inc.,25.5,60
June,SFO,Skywest Airlines Inc.,5.644553073,2930
June,SFO,United Air Lines Inc.,11.38836944,4508
June,SFO,US Airways Inc.,-3.18,503
June,SFO,Virgin America,4.960662526,1456
June,SFO,Southwest Airlines Co.,4.24378882,1344
June,SGF,Delta Air Lines Inc.,-9.233333333,30
June,SGF,Atlantic Southeast Airlines,20.73333333,174
June,SGF,American Eagle Airlines Inc.,8.270029674,348
June,SGF,Skywest Airlines Inc.,13.55102041,100
June,SGU,Skywest Airlines Inc.,1.236486486,150
June,SHV,Delta Air Lines Inc.,24.61538462,26
June,SHV,Atlantic Southeast Airlines,17.88631985,529
June,SHV,Skywest Airlines Inc.,19.96,26
June,SIT,Alaska Airlines Inc.,-0.914893617,144
June,SIT,Skywest Airlines Inc.,-3.866666667,30
June,SJC,American Airlines Inc.,5.598253275,234
June,SJC,Alaska Airlines Inc.,-3.091584158,405
June,SJC,JetBlue Airways,0.508474576,60
June,SJC,Delta Air Lines Inc.,2.464285714,112
June,SJC,Hawaiian Airlines Inc.,12.58333333,60
June,SJC,Skywest Airlines Inc.,6.412389381,568
June,SJC,United Air Lines Inc.,4.713235294,138
June,SJC,US Airways Inc.,-2.234482759,146
June,SJC,Southwest Airlines Co.,8.868810618,1999
June,SJT,American Eagle Airlines Inc.,4.888111888,146
June,SJU,American Airlines Inc.,8.153645833,387
June,SJU,JetBlue Airways,0.971215352,946
June,SJU,Delta Air Lines Inc.,-6.939849624,268
June,SJU,Spirit Air Lines,22.42372881,60
June,SJU,United Air Lines Inc.,19.10691824,166
June,SJU,US Airways Inc.,-3.617977528,179
June,SJU,Southwest Airlines Co.,-1.075709779,322
June,SLC,American Airlines Inc.,10.61025641,198
June,SLC,Alaska Airlines Inc.,-3.85,180
June,SLC,JetBlue Airways,5.478991597,120
June,SLC,Delta Air Lines Inc.,-0.046561169,3297
June,SLC,Atlantic Southeast Airlines,23.25,4
June,SLC,Frontier Airlines Inc.,20.73043478,115
June,SLC,Skywest Airlines Inc.,1.042107917,3994
June,SLC,United Air Lines Inc.,30.33870968,63
June,SLC,US Airways Inc.,-2.398058252,210
June,SLC,Southwest Airlines Co.,8.03307888,799
June,SMF,American Airlines Inc.,8.074074074,136
June,SMF,Alaska Airlines Inc.,3.028985507,208
June,SMF,JetBlue Airways,7.145833333,98
June,SMF,Delta Air Lines Inc.,3.823834197,196
June,SMF,Hawaiian Airlines Inc.,10.2,30
June,SMF,Skywest Airlines Inc.,7.526627219,521
June,SMF,United Air Lines Inc.,13.64912281,235
June,SMF,US Airways Inc.,6.144927536,207
June,SMF,Southwest Airlines Co.,8.718339464,1921
June,SMX,Skywest Airlines Inc.,-10.31034483,60
June,SNA,American Airlines Inc.,0.803571429,401
June,SNA,Alaska Airlines Inc.,-3.479020979,288
